filepath,class_name,label_idx
D:\IRP\leaf-jepa\data\plantvillage_raw\Peach___Bacterial_spot\197371e8-a236-4f8f-abe6-b99b1f6aef33___Rutg._Bact.S 1300.JPG,Peach___Bacterial_spot,16
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\6b7159c6-3c22-4f68-ac74-4cf4ff12f8e5___RS_GLSp 4381.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7
D:\IRP\leaf-jepa\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\0f7c33b4-dee7-444a-97f7-b47fca8e66e2___CREC_HLB 5140.JPG,Orange___Haunglongbing_(Citrus_greening),15
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Septoria_leaf_spot\eaf8a135-3d77-422c-8f37-befb5cfcb8a0___Matt.S_CG 1728.JPG,Tomato___Septoria_leaf_spot,32
"D:\IRP\leaf-jepa\data\plantvillage_raw\Pepper,_bell___Bacterial_spot\d966525e-821a-4d1b-a4e5-6bb5b7224cee___NREC_B.Spot 1884.JPG","Pepper,_bell___Bacterial_spot",18
D:\IRP\leaf-jepa\data\plantvillage_raw\Blueberry___healthy\743b1361-3dc7-4b61-b684-0c46ca5be9f1___RS_HL 4958.JPG,Blueberry___healthy,4
"D:\IRP\leaf-jepa\data\plantvillage_raw\Pepper,_bell___Bacterial_spot\0c4e75b2-e4aa-437e-815c-636271d66bec___JR_B.Spot 3244.JPG","Pepper,_bell___Bacterial_spot",18
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Early_blight\8b448aba-68ad-461d-a8f4-99c6ccee8fbe___RS_Erly.B 7463.JPG,Tomato___Early_blight,29
D:\IRP\leaf-jepa\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\5d65d2dc-3b4c-4cbd-9129-d478ea025419___CREC_HLB 4545.JPG,Orange___Haunglongbing_(Citrus_greening),15
D:\IRP\leaf-jepa\data\plantvillage_raw\Soybean___healthy\af2683e3-9fe8-4980-bb74-a6a25084cd74___RS_HL 5544.JPG,Soybean___healthy,24
D:\IRP\leaf-jepa\data\plantvillage_raw\Soybean___healthy\a382f65c-bc40-4723-a553-b5d9c424d268___RS_HL 5276.JPG,Soybean___healthy,24
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___healthy\cc69ca79-bef9-449b-892f-b1e76310aa60___RS_HL 9868.JPG,Tomato___healthy,37
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Common_rust_\RS_Rust 2414.JPG,Corn_(maize)___Common_rust_,8
D:\IRP\leaf-jepa\data\plantvillage_raw\Soybean___healthy\8f25b3a6-5085-4fc3-88ae-f6e2c5ab0f4d___RS_HL 4364.JPG,Soybean___healthy,24
D:\IRP\leaf-jepa\data\plantvillage_raw\Raspberry___healthy\ba2f9f86-c854-42d0-bc56-0992eaa2799a___Mary_HL 6302.JPG,Raspberry___healthy,23
D:\IRP\leaf-jepa\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f29ba282-53be-4035-9f51-0ea9db5b644f___FAM_L.Blight 3780.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
D:\IRP\leaf-jepa\data\plantvillage_raw\Peach___Bacterial_spot\1e4eef29-0a9b-4c78-9202-aebebae66272___Rutg._Bact.S 1769.JPG,Peach___Bacterial_spot,16
D:\IRP\leaf-jepa\data\plantvillage_raw\Peach___Bacterial_spot\c466702c-36ce-4143-8917-b49938e42f35___Rutg._Bact.S 1439.JPG,Peach___Bacterial_spot,16
D:\IRP\leaf-jepa\data\plantvillage_raw\Squash___Powdery_mildew\80e9ddd6-7ab6-4c23-9368-e6cf881144fc___MD_Powd.M 0161.JPG,Squash___Powdery_mildew,25
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\b7d46732-7d3c-4802-8312-1cc4bea8758d___R.S_HL 7880 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\47eca8a9-befb-4c5e-b2da-991655be867b___RS_NLB 3838.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Target_Spot\c17e13b7-dfd8-4047-bbf9-4379057e3250___Com.G_TgS_FL 9674.JPG,Tomato___Target_Spot,34
D:\IRP\leaf-jepa\data\plantvillage_raw\Squash___Powdery_mildew\5e00d624-d127-4d1b-990f-834230786f01___MD_Powd.M 0633.JPG,Squash___Powdery_mildew,25
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Septoria_leaf_spot\b920869f-134b-42ac-813e-74beb0083fdc___Matt.S_CG 7468.JPG,Tomato___Septoria_leaf_spot,32
D:\IRP\leaf-jepa\data\plantvillage_raw\Squash___Powdery_mildew\6e9024d1-bb9e-42b6-837a-fb2b3295709c___UMD_Powd.M 0103.JPG,Squash___Powdery_mildew,25
D:\IRP\leaf-jepa\data\plantvillage_raw\Grape___healthy\abe2906e-bb00-466f-bf7c-72ef59a5ea82___Mt.N.V_HL 9062.JPG,Grape___healthy,14
D:\IRP\leaf-jepa\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\109de7a1-b72a-44f3-93dc-3eaef5629da7___CREC_HLB 5618.JPG,Orange___Haunglongbing_(Citrus_greening),15
D:\IRP\leaf-jepa\data\plantvillage_raw\Apple___healthy\c8fe407d-1806-41a1-9fee-0c7d2c538fba___RS_HL 6166.JPG,Apple___healthy,3
D:\IRP\leaf-jepa\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\b139bee0-97bd-40ae-80f8-29e472e6b19c___CREC_HLB 7546.JPG,Orange___Haunglongbing_(Citrus_greening),15
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\095ac154-37a5-4511-b4e1-4b3853f9c1cb___R.S_HL 0601 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b81880a7-0e70-4d89-9439-94fcd4b0a475___YLCV_NREC 2198.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___healthy\0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345.JPG,Tomato___healthy,37
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\fcd349a6-5361-40b6-a650-f8319a6d1d58___RS_NLB 3783.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Bacterial_spot\a9113641-1f7b-4f81-8bdb-56efadec1cb3___GCREC_Bact.Sp 6203.JPG,Tomato___Bacterial_spot,28
D:\IRP\leaf-jepa\data\plantvillage_raw\Cherry_(including_sour)___Powdery_mildew\86aceb2d-8be8-4077-b79f-4178dcb970c7___FREC_Pwd.M 5132.JPG,Cherry_(including_sour)___Powdery_mildew,5
D:\IRP\leaf-jepa\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cedfa3b4-05cd-461c-9c2e-df95573fdeb4___FAM_L.Blight 1421.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\6543f73d-0cf4-4e29-83a4-54c4684e9134___Com.G_SpM_FL 1263.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Blueberry___healthy\3b4d45f4-1910-4a02-813c-38eed9615c76___RS_HL 5325.JPG,Blueberry___healthy,4
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\7415a13d-68cb-4e1f-bf40-c869c54fe702___RS_GLSp 4511.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7
"D:\IRP\leaf-jepa\data\plantvillage_raw\Pepper,_bell___healthy\e34510f2-0d40-4385-a73f-f32317d24b59___JR_HL 7874.JPG","Pepper,_bell___healthy",19
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Late_blight\974a15f0-913a-41ab-b5a4-30015f159902___GHLB2 Leaf 8792.JPG,Tomato___Late_blight,30
D:\IRP\leaf-jepa\data\plantvillage_raw\Cherry_(including_sour)___healthy\ab3bea0d-8559-4f2b-ad4b-3dec4bc43036___JR_HL 9467.JPG,Cherry_(including_sour)___healthy,6
D:\IRP\leaf-jepa\data\plantvillage_raw\Soybean___healthy\9d8e41e8-d2c7-4d04-b29a-08c394fffd6f___RS_HL 6768.JPG,Soybean___healthy,24
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Early_blight\4aa63e45-c531-40e2-86ca-a788e74d4f18___RS_Erly.B 7549.JPG,Tomato___Early_blight,29
D:\IRP\leaf-jepa\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\f1c407f7-859a-4313-b872-0ab7f7716e92___CREC_HLB 4977.JPG,Orange___Haunglongbing_(Citrus_greening),15
